,title,description,date,type,comp_short,data_exchange,data-price
884,"Российский рынок акций, дивполитика Мосбиржи, редомициляция VK: дайджест","Индекс Мосбиржи пытается развить отскок после коррекции. СД Мосбиржи обсудит новую дивидендную стратегию. VK завершил «переезд» в Россию. на очереди — возобновление торгов на Мосбирже. События, которые влияют на рынок","27 сен 2023, 08:59",События дня,"['IMOEX', 'MOEX']","['0.514', '0.18']","['3067.61', '183.27']"
885,VK завершила «переезд» с Британских Виргинских островов в Россию,Холдинг VK завершил смену юрисдикции с Британских Виргинских островов на специальный административный район на острове Октябрьский. Московская биржа временно прекратила торги акциями компании с 19 сентября,"26 сен 2023, 19:15",Новости,"['VKCO', 'YDEX', 'OZON', 'HEAD']","['0.41766109785203', '-0.042', '1.555', '-0.36']","['336.6', '2396.8', '2579.5', '3322']"
886,Афганская валюта стала самой прибыльной в мире в этом квартале,"Афганская валюта стала самой прибыльной в мире в этом квартале, подсчитал Bloomberg. За год афгани вырос примерно на 14% по отношению к доллару, став третьей в мире после валют Колумбии и Шри-Ланки","26 сен 2023, 18:32",Новости,"['EUR/USD', 'HKD/RUB', 'USD/RUB', 'USD']","['-0.142', '1.001', '0.148', '0.04476140609109']","['1.05855', '12.308', '96.3775', '96.1079']"
887,Обвал на рынке американских гособлигаций увеличил спрос на доллар США,"Доллар получил поддержку от обвала на рынке американских гособлигаций, а также из-за опасений приостановки работы американского правительства. Индекс доллара к основным мировым валютам поднялся до максимума за 10 месяцев","26 сен 2023, 17:25",Новости,"['EUR/USD', 'USD', 'USD/RUB', 'HKD/RUB']","['-0.142', '0.04476140609109', '0.148', '1.001']","['1.05855', '96.1079', '96.3775', '12.308']"
888,"ЦБ установил курсы доллара, евро и юаня на 27 сентября",,"26 сен 2023, 16:08",Курсы валют,"['USD/RUB', 'EUR/USD', 'CNY/RUB']","['0.148', '-0.142', '0.038']","['96.3775', '1.05855', '13.149']"
889,Аналитики «Синары» назвали топ-5 акций горно-металлургического сектора,"Перспективы компаний металлургии и горнодобывающей промышленности остаются позитивными, считают в инвестиционном банке «Синара». Аналитики выбрали пять самых привлекательных российских акций с потенциалром роста до 80%","26 сен 2023, 14:50",Новости,"['CHMF', 'NLMK', 'MTLR', 'RASP', 'MTLRP', 'RUAL', 'PLZL', 'TRMK']","['2.928', '3.302', '0.039', '1.089', '0.451', '-0.936', '0.562', '-2.217']","['1370.8', '209', '204.48', '334.3', '222.8', '39.7', '11094', '224.9']"
890,В Госдуму внесли законопроект об упрощении перевода бумаг между брокерами,"Сейчас для перевода активов инвестору надо самостоятельно получить необходимые документы у одного профучастника, а потом передать их другому. Этот трудоемкий процесс в Госдуме предложили упростить","26 сен 2023, 14:33",Новости,"['IMOEX', 'RTSI']","['0.214', '0.14']","['3051.91', '998.49']"
891,На Уолл-стрит сделали ставку против технологического сектора,"В настоящий момент чистая короткая позиция по фьючерсам на NASDAQ 100 составляет $8,1 млрд. При наличии коротких позиций все длинные позиции закрыты","26 сен 2023, 14:25",Новости,"['USD/RUB', 'USD']","['0.148', '0.04476140609109']","['96.3775', '96.1079']"
892,Акции «Софтлайна» упали на 10% в первый день торгов после обмена,"На Мосбирже и СПБ Бирже начались торги акциями российской компании «Софтлайн», которые инвесторы получили в результате реорганизации международного бизнеса Softline","26 сен 2023, 10:26",Новости,"['SFTL', 'POSI']","['', '0.892']","['', '2328.8']"
893,"Индекс Мосбиржи, акции «Совкомфлота», начало торгов «Софтлайна»: дайджест","Российский рынок акций ушел в боковик в отсутствие драйверов роста. Акции «Совкомфлота» опередили рынок на ожиданиях больших дивидендов. Сегодня начнутся торги акциями «Софтлайна». События, которые влияют на рынок","26 сен 2023, 08:57",События дня,"['IMOEX', 'SFTL', 'FLOT']","['0.214', '', '0.414']","['3051.91', '', '114']"
894,Ставки хедж-фондов против валюты еврозоны достигли максимума почти за год,"Хедж-фонды резко увеличили ставки на падение курса евро. Инвесторы ожидают, что Европейский центральный банк закончил цикл подъема процентных ставок, который начался в июле прошлого года","25 сен 2023, 19:53",Новости,"['EUR/USD', 'EUR/RUB', 'EUR']","['-0.535', '-0.595', '0.36293918062349']","['1.06005', '101.9875', '105.6891']"
895,На внебиржевых торгах «Тинькофф» стали доступны 20 фондов FinEx,"Покупать и продавать паи, торги по которым остановлены с февраля 2022 года, клиенты брокера могут только между собой. Продавцы соглашаются на продажу за 18–22% от справедливой стоимости","25 сен 2023, 16:37",Новости,"['USD', 'USD/RUB']","['0.04476140609109', '-0.016']","['96.1079', '96.235']"
896,Акции «Совкомфлота» подорожали на 6% на фоне корпоративных новостей,"Котировки «Совкомфлота» растут на заявлениях главы компании Игоря Тонковидова. По его словам, во втором полугодии 2023 года прибыль компании будет примерно соответствовать прибыли первого полугодия в рублевом эквиваленте","25 сен 2023, 16:34",Новости,"['FLOT', 'IMOEX', 'RTSI']","['6.063', '-0.121', '-0.29']","['113.53', '3045.39', '997.09']"
897,"ЦБ установил курсы доллара, евро и юаня на 26 сентября",,"25 сен 2023, 16:29",Курсы валют,"['USD/RUB', 'EUR/USD', 'CNY/RUB']","['-0.016', '-0.535', '-0.114']","['96.235', '1.06005', '13.144']"
898,В Morgan Stanley предсказали падение акций потребительского сектора США,"Майкл Уилсон из Morgan Stanley считает, что инвесторам не следует перекладывать средства в акции потребительского сектора и бумаги фондов недвижимости. Он допустил, что акции будут отставать от рынка","25 сен 2023, 16:12",Новости,[],[],[]
899,Цена газа в Европе выросла на 12% и приблизилась к $500 за 1 тыс. куб. м,Биржевые цены на газ в Европе взлетели более чем на 12% из-за продления остановки работ на газовом месторождении в Норвегии,"25 сен 2023, 15:23",Новости,"['BRENT', 'LKOH', 'ROSN', 'GAZP', 'SNGSP', 'SNGS']","['-0.935', '-0.708', '1.313', '-0.498', '0.843', '0.907']","['93.25', '6449', '520.65', '165.87', '49.06', '28.92']"
900,Минфин Бельгии раскрыл географию одобренных заявок на разблокировку,"Минфин Бельгии продолжает выдавать разрешения на разблокировку активов частных и институциональных инвесторов. Как следует из ответа ведомства «РБК Инвестициям», их география распространяется далеко за пределы России","25 сен 2023, 14:35",Новости,['IMOEX'],['-0.121'],['3045.39']
901,«Софтлайн» завершила первый этап обмена расписок Noventiq на свои акции,"Торги акциями «Софтлайн» начнутся на Мосбирже и СПБ Бирже 26 сентября. Доля акций в свободном обращении составит около 15,7%","25 сен 2023, 11:45",Новости,"['SFTL', 'POSI']","['', '0.095']","['', '2308.2']"
902,Акции «Полиметалла» подорожали после выхода полугодовой отчетности,"Выручка золотодобывающей компании «Полиметалл» составила за полгода ₽1,3 млрд, а чистая прибыль — $190 млн. Акции компании на торгах Московской биржи отреагировали ростом почти на 6%","25 сен 2023, 10:38",Новости,"['IMOEX', 'RTSI', 'PLZL', 'GOLD']","['-0.121', '-0.29', '-1.138', '-0.11580127007845']","['3045.39', '997.09', '11032', '2673.9']"
903,Бельгия выдала первую лицензию на коллективную разблокировку активов,"Крупная российская УК, название которой не раскрывается, получила лицензию на разблокировку активов более 250 физических и юридических лиц. Общая стоимость активов, которые разрешили разблокировать, превышает $33 млн","25 сен 2023, 09:24",Новости,"['EUR/RUB', 'USD/RUB', 'EUR/USD']","['-0.595', '-0.016', '-0.535']","['101.9875', '96.235', '1.06005']"
904,"Отчет «Полиметалла», отскок рынка РФ, дирхамы на Мосбирже: дайджест","«Полиметалл» опубликовал результаты за первое полугодие 2023 года. Индекс Мосбиржи отскочил в пятницу после четырех дней падения. Сегодня на Мосбирже начнет торговаться дирхам ОАЭ. События, которые влияют на рынок","25 сен 2023, 09:09",События дня,"['IMOEX', 'POSI', 'FIXP', 'SFTL']","['-0.121', '0.095', '-0.223', '']","['3045.39', '2308.2', '357.7', '']"
905,"Брокер «Тинькофф» ошибочно списал с клиентов комиссию 15% вместо 1,5%","Недавно «Тинькофф Инвестиции» запустили внебиржевые торги замороженными фондами FinEx. Некоторые клиенты, которые покупали эти активы, пожаловались на то, что им пришлось заплатить комиссию в 10 раз выше, чем в тарифе","24 сен 2023, 10:44",Новости,"['USD', 'USD/RUB']","['0.04476140609109', '']","['96.1079', '0']"
906,Как получить кредит самозанятым: топ-5 советов,"Самозанятые могут получить кредит в банке, но требования к ним бывают жестче, чем к работникам в найме. Разбираемся, в чем особенности","24 сен 2023, 10:00",РБК Банки,"['SBER', 'VTBR', 'CBOM']","['-0.88414634146341', '-0.27955736750146', '-1.1052457934675']","['260.08', '85.61', '5.995']"
907,Brent на пути к $100. Эксперты назвали 3 лучшие акции нефтяного сектора,"У Brent есть все шансы вновь подорожать до $100 за баррель. «РБК Инвестиции» узнали у экспертов, какие акции в нефтяном секторе интересны для покупки и что будет с компаниями после запрета на экспорт нефтепродуктов","23 сен 2023, 10:00",Новости,"['BRENT', 'LKOH', 'TRNFP', 'ROSN']","['-2.2061669462005', '-1.570230157023', '-1.1552346570397', '-1.7935432443204']","['75.8', '6864', '1369', '492.8']"
908,"До 13,5% годовых: топ-10 выгодных вкладов после повышения ключевой ставки","После повышения ставки Центробанком изменились и ставки по сберегательным продуктам. «РБК Инвестиций» выяснили, какие самые выгодные условия по вкладам предлагают банки","23 сен 2023, 09:00",РБК Банки,"['SBER', 'VTBR', 'CBOM']","['-0.88414634146341', '-0.27955736750146', '-1.1052457934675']","['260.08', '85.61', '5.995']"
909,Бюджетное правило: что это и как оно работает в России,"«РБК Инвестиции» выяснили, что такое бюджетное правило, какие изменения после санкций оно претерпело и как может повлиять на курсы доллара и юаня на Мосбирже","22 сен 2023, 20:13",Что это значит,"['USD/RUB', 'CNY/RUB', 'EUR/RUB']","['0.354', '0.389', '0.731']","['96.25', '13.159', '102.5975']"
910,Логистическое подразделение Alibaba может привлечь $1 млрд в ходе IPO,"Cainiao Network Technology планирует подать заявку на IPO уже на следующей неделе. Компания может стать одним из первых подразделений китайского онлайн-гиганта, выходящих на биржу","22 сен 2023, 20:04",Новости,"['BABA', '9988']","['5.357', '4.985']","['88.5', '86.35']"
911,Глава Минэка спрогнозировал снижение курса доллара до ₽94 к концу года,"Глава Минэкономразвития Максим Решетников дал прогноз по курсу рубля к доллару на конец 2023 года. Он полагает, что к концу года курс российской валюты к американской укрепится и доллар будет стоить ₽94","22 сен 2023, 19:31",Новости,"['USD/RUB', 'EUR/RUB', 'CNY/RUB', 'HKD/RUB', 'KZT/RUB', 'UZS/RUB']","['0.354', '0.731', '0.389', '-0.033', '0.124', '']","['96.25', '102.5975', '13.159', '12.166', '20.2625', '65.5']"
912,"Топ-5 событий на СПБ Бирже: победа Microsoft, пауза ФРС и IPO Instacart","«РБК Инвестиции» отобрали пять заметных событий на иностранных биржах, за которыми следили инвесторы. Рассказываем о самых важных историях последних дней на мировых финансовых рынках","22 сен 2023, 17:21",События недели,"['AAPL', 'AMZN', 'QCOM', 'TXN', 'SPBE']","['0.511', '0.171', '-0.259', '0.2', '1.946']","['174.94', '129.19', '107.9', '160.72', '162.4']"
913,В «БКС Мир инвестиций» предсказали осенние дивиденды на ₽280–290 млрд,"Прошлой осенью российские компании объявили о дивидендах на общую сумму ₽1,565 трлн. Однако ₽1,2 трлн из этой суммы составили дивиденды «Газпрома»","22 сен 2023, 17:03",Новости,"['KAZT', 'SMLT', 'RTKMP', 'RTKM', 'POSI', 'ROSN', 'MDMG', 'GEMC']","['0.836', '1.616', '0.148', '0.629', '-0.251', '1.161', '0.835', '1.245']","['724', '3710.5', '67.6', '71.95', '2306', '513.9', '808.7', '740.1']"
914,Главный сноб Уолл-стрит Акман сделал ставку против госбумаг США,"Акман продолжает держать короткие позиции по облигациям на фоне увеличения госдолга, роста цен на энергоносители и расходов на переход к зеленой энергетике. Он также считает, что уровень инфляции не снизится до 2%","22 сен 2023, 15:40",Новости,"['9988', '9618', 'MGM', 'ZM', 'WFC']","['4.985', '4.31', '-1.323', '0.791', '-2.576']","['86.35', '121', '36.54', '68.85', '41.23']"
915,Британский регулятор предварительно одобрил сделку Microsoft и Activision,"Для того чтобы закрыть самую дорогую сделку в истории игровой индустрии, Microsoft остается лишь получить окончательное одобрение в Великобритании. В США и ЕС уже согласовали покупку Activision Blizzard","22 сен 2023, 10:41",Новости,"['MSFT', 'TTWO']","['-0.443', '1.692']","['317.1', '138.24']"
916,Индекс Мосбиржи упал ниже 3000 пунктов впервые с 28 июля,"На российском рынке акций продолжается коррекция на фоне снижения котировок нефти, укрепления рубля и роста привлекательности облигаций","22 сен 2023, 10:16",Новости,"['GMKN', 'GAZP', 'LKOH', 'SBER', 'IMOEX', 'RTSI', 'MOEX']","['-0.162', '0.513', '1.818', '0.482', '0.989', '1.201', '5.206']","['159.92', '166.7', '6495', '252.1', '3049.07', '999.99', '182.07']"
917,"Экспортные пошлины, падение рынка акций, новый состав индексов: дайджест","1 октября вступят в силу экспортные пошлины на ряд товаров. Индекс Мосбиржи возле 3000 пунктов. Эксперты ожидают дальнейшего снижения. 22 сентября изменят состав индексы на Мосбирже. События, которые влияют на рынок","22 сен 2023, 09:17",События дня,"['IMOEX', 'POSI', 'FIXP', 'SFTL']","['0.989', '-0.251', '1.789', '']","['3049.07', '2306', '358.5', '']"
918,В «Синаре» предсказали рост индекса Мосбиржи до 3500 пунктов к концу года,"С началом осени ралли на российском рынке акций остановилось. Однако потенциал роста котировок еще не исчерпан, считают в банке «Синара». До конца года индекс Мосбиржи может вырасти еще почти на 16% — до 3500 пунктов","21 сен 2023, 21:15",Новости,"['IMOEX', 'MOEX', 'RTSI', 'LKOH', 'GAZP', 'ROSN']","['-1.595', '0.798', '-1.438', '-0.685', '-1.928', '-4.033']","['3019.22', '173.06', '988.12', '6379', '165.85', '508']"
919,Акции нефтяных компаний упали на фоне ограничения экспорта топлива,"Ограничения коснутся всех игроков топливного рынка, считают эксперты. Сильнее всего могут пострадать нефтяники, которые больше занимаются переработкой нефти, чем экспортом сырья","21 сен 2023, 19:36",Новости,"['BRENT', 'LKOH', 'ROSN', 'BANE', 'NKNC', 'RNFT', 'SIBN', 'TATN', 'SNGS']","['-0.9', '-0.685', '-4.033', '-1.025', '-1.125', '-1.043', '-2.594', '-2.321', '-2.551']","['93.59', '6379', '508', '1883', '123', '151.8', '649.75', '597.6', '28.455']"
920,Как досрочно погасить кредит с максимальной выгодой,"Как погасить кредит досрочно, какие бывают способы погашения и какой наиболее выгодный, «РБК Инвестициям» рассказала эксперт","21 сен 2023, 17:57",РБК Банки,"['SBER', 'VTBR', 'CBOM']","['-1.504', '-3.681', '-0.665']","['250.89', '123', '6.72']"
921,Хедж-фонды cделали ставку на рост цен на нефть выше $100 за баррель,"Нефть Brent с июня подорожала почти на 30%. Интерес хедж-фондов к нефти вырос после того, как Саудовская Аравия и Россия продлили ограничения на поставки сырья до конца 2023 года","21 сен 2023, 17:24",Новости,"['BRENT', 'LKOH', 'BANE', 'SIBN', 'ROSN', 'TATN', 'VJGZP']","['-0.9', '-0.685', '-1.025', '-2.594', '-4.033', '-2.321', '-1.041']","['93.59', '6379', '1883', '649.75', '508', '597.6', '1046']"
922,"ЦБ установил курсы доллара, евро и юаня на 22 сентября",,"21 сен 2023, 16:12",Курсы валют,"['USD/RUB', 'EUR/USD', 'CNY/RUB']","['-0.25', '-0.611', '-0.403']","['95.91', '1.06495', '13.108']"
923,Банк Турции повысил ключевую ставку до 30%,"С 2021 года учетная ставка ЦБ Турции последовательно снижалась, несмотря на ослабление лиры. Однако с июня монетарная политика Турции стала ужесточаться для борьбы с высокой инфляцией в стране","21 сен 2023, 15:34",Новости,"['CNY/RUB', 'USD/RUB', 'EUR/RUB', 'KZT/RUB']","['-0.403', '-0.25', '-1.138', '-1.64']","['13.108', '95.91', '101.8525', '20.2375']"
924,Минфин считает нужным возврат на рынок выкупленных у иностранцев акций,"Пока только одной компании — «Магниту» — удалось закрыть сделку по выкупу своих акций у иностранных держателей. По мнению Минфина, часть бумаг в подобных сделках должна вернуться на биржу","21 сен 2023, 15:32",Новости,"['EUR/RUB', 'USD/RUB']","['-1.138', '-0.25']","['101.8525', '95.91']"
925,JPMorgan предупредил о возможности подорожания нефти до $120 за баррель,"Цены на нефть могут резко взлететь из-за сокращения поставок лидерами ОПЕК+, предупредили в JPMorgan. Это может привести к почти полной остановке глобального экономического роста, считают эксперты банка","21 сен 2023, 15:24",Новости,"['BRENT', 'LKOH', 'BANE', 'SIBN', 'ROSN', 'TATN', 'VJGZP']","['-0.9', '-0.685', '-1.025', '-2.594', '-4.033', '-2.321', '-1.041']","['93.59', '6379', '1883', '649.75', '508', '597.6', '1046']"
926,Курс евро упал ниже ₽102 впервые за неделю,"Укреплению рубля способствуют приближение налогового периода и продажи валюты российским Центробанком, полагают эксперты","21 сен 2023, 14:48",Курсы валют,"['EUR/RUB', 'EUR/USD', 'USD/RUB']","['-1.138', '-0.611', '-0.25']","['101.8525', '1.06495', '95.91']"
927,Мосбиржа с 25 сентября запустит торги дирхамом ОАЭ,"Но торги будут проходить в особом режиме, который предполагает расчеты в рублях. С июня так проходят торги швейцарским франком","21 сен 2023, 12:45",Новости,"['USD/RUB', 'CNY/RUB', 'EUR/RUB', 'KZT/RUB', 'HKD/RUB', 'UZS/RUB']","['-0.25', '-0.403', '-1.138', '-1.64', '0.388', '']","['95.91', '13.108', '101.8525', '20.2375', '12.17', '65.5']"
928,Выбор инвестора: какие финансовые инструменты в тренде на фоне ставки 13%,"Центробанк повысил ставку до 13%. Какие инструменты в условиях ужесточения денежно-кредитной политики стоит выбирать инвестору, обсудили гости инвест-коктейля ВТБ Private Banking. «РБК Инвестиции» собрали ключевые тезисы","21 сен 2023, 11:53",Инвестидеи,"['USD/RUB', 'GOLD', 'SU24021RMFS6']","['-0.25', '-0.11580127007845', '-0.01']","['95.91', '2673.9', '100.21']"
929,Бумаги ТМК подешевели на новости о вторичном размещении акций,"ТМК сообщила о планах в рамках SPO разместить дополнительно 15 млн обыкновенных акций, или 1,5% от их общего количества","21 сен 2023, 10:40",Новости,['TRMK'],['-2.316'],['222.7']
930,"Мишустин определил страны, банкам из которых можно торговать валютой в РФ","В перечень вошли более 30 дружественных и нейтральных стран. Среди них Китай, Индия, Саудовская Аравия и ряд других","21 сен 2023, 10:35",Новости,"['USD/RUB', 'CNY/RUB', 'EUR/RUB', 'KZT/RUB', 'UZS/RUB']","['-0.25', '-0.403', '-1.138', '-1.64', '']","['95.91', '13.108', '101.8525', '20.2375', '65.5']"
931,"Вторичное размещение ТМК, ставка ФРС, акции АЛРОСА и ЛУКОЙЛа: дайджест","ТМК сообщила о вторичном размещении акций. ФРС сохранила ставку на уровне 5,25–5,5%. Акции АЛРОСА подешевели на новости о приостановке продаж алмазов. ЛУКОЙЛ показал динамику выше рынка. События, которые влияют на рынок","21 сен 2023, 09:09",События дня,"['IMOEX', 'LKOH', 'ALRS', 'TRMK']","['-1.595', '-0.685', '-3.173', '-2.316']","['3019.22', '6379', '69.88', '222.7']"
932,"ТМК разместит на Мосбирже 1,5% своих акций в рамках SPO","Сейчас на Мосбирже обращаются 4% акций компании. Планируется, что SPO пройдет в диапазоне от ₽205 до ₽235 за акцию. Бумаги ТМК завершили предыдущий торговый день в этом коридоре","21 сен 2023, 09:00",Новости,"['TRMK', 'CHMF', 'MAGN', 'NLMK']","['-2.316', '-1.276', '-1.855', '0.698']","['222.7', '1268.8', '49.47', '199']"
933,"ФРС оставила ставку 5,25–5,5%. Закончился ли на этом цикл ее повышения","ФРС ожидаемо оставила ставку на максимуме с 2001 года. «РБК Инвестиции» узнали у экспертов, чего ждать от ФРС дальше, столкнется ли США с рецессией из-за высоких ставок и что будет с американским рынком акций и облигаций","20 сен 2023, 22:16",Новости,"['USD/RUB', 'EUR/USD', 'MSFT', 'AAPL', 'GOOGL', 'JPM', 'BAC']","['-0.713', '0.159', '-2.583', '-2.076', '-3.225', '-0.524', '-0.384']","['96.15', '1.0715', '320.21', '175.46', '133.52', '148.15', '28.51']"
934,"ФРС США сохранила ставку на уровне 5,25–5,5% годовых","Почти все экономисты, опрошенные Reuters, прогнозировали, что регулятор не будет повышать ставку. Но некоторые эксперты допускали, что ставку могут поднять в ноябре или декабре","20 сен 2023, 21:03",Новости,"['USD/RUB', 'EUR/USD']","['-0.713', '0.159']","['96.15', '1.0715']"
935,Wood Mackenzie допустил снижение цен на газ в Европе к лету 2024 года,"По мнению эксперта группы Wood Mackenzie Мауро Чавеса, на фоне падения спроса еропейский газ будет стоить на 20% дешевле, чем ожидается сейчас","20 сен 2023, 19:54",Новости,"['BRENT', 'LKOH', 'ROSN', 'GAZP', 'SNGSP', 'SNGS']","['-0.788', '1.245', '-2.693', '0.107', '0.134', '-0.765']","['94.44', '6423', '529.35', '169.11', '48.665', '29.2']"
936,Рубль укрепился после заявлений властей о мерах валютного контроля,"По словам замминистра финансов Алексея Моисеева, меры по возобновлению валютного контроля направлены прежде всего на отток капитала, идущий через дружественные страны. После заявлений Минфина рубль укрепился на 65 копеек","20 сен 2023, 18:43",Курсы валют,"['USD/RUB', 'EUR/USD', 'EUR/RUB']","['-0.713', '0.159', '-0.194']","['96.15', '1.0715', '103.025']"
937,"Автор «Богатый папа, бедный папа» назвал активы для защиты от кризиса","Роберт Кийосаки предсказал серьезный обвал американского фондового рынка, рынка облигаций и цен на недвижимость в США. Он назвал активы, которые смогут защитить инвестора при таком сценарии","20 сен 2023, 18:35",Новости,"['EUR/USD', 'GOLD', 'Silver']","['0.159', '-0.11580127007845', '-0.064143681847338']","['1.0715', '2673.9', '31.16']"
938,Эксперты канала «Мои Инвестиции» предсказали рост цены золота до $2200,"Цены на золото поднимутся до нового исторического максимума в следующем году, полагают аналитики. Драйверами роста станут прохождение пика повышения ставок мировыми ЦБ, рост затрат на добычу и увеличение спроса ЦБ","20 сен 2023, 16:09",Новости,"['GOLD', 'BRZL', 'PLZL', 'LNZL', 'SELG', 'Silver', 'Platinum']","['-0.11580127007845', '1.815', '0.586', '-4.006', '-0.984', '-0.064143681847338', '-0.767987065481']","['2673.9', '1571', '11418.5', '17730', '75.45', '31.16', '982']"
939,Bank of America повысил прогноз роста индекса S&P500 до конца года,Аналитики BofA повысили прогноз по индексу S&P 500 на конец года. Новая цель — одна из самых высоких на Уолл-стрит. Поддержку рынку американских акций окажут позитивная статистика и квартальные отчеты,"20 сен 2023, 14:34",Новости,"['AAPL', 'AMZN', 'TSLA', 'NFLX', 'NVDA', 'GOOGL']","['-2.076', '-1.6', '-1.115', '-2.72', '-3.255', '-3.225']","['175.46', '135.29', '263.43', '385.52', '420.6', '133.52']"
940,«Финам» предоставил доступ к торгам заблокированными на Мосбирже бумагами,"Клиенты брокера смогут торговать на внебиржевом рынке более чем 120 иностранными ценными бумагами, сделки по которым ограничены на Московской бирже. Ранее «Финам» также предоставил доступ к торгам бумагами СПБ Биржи","20 сен 2023, 13:31",Новости,['IMOEX'],['-0.509'],['3068.15']
941,Goldman Sachs предсказал рост цен на нефть Brent до $100 за баррель,"Накануне цена нефти марки Brent превысила $95 за баррель впервые с ноября 2022 года. Котировки поднимутся выше $100 за баррель в ближайший год, считают в Goldman Sachs","20 сен 2023, 12:52",Новости,"['BRENT', 'ROSN', 'LKOH']","['-0.788', '-2.693', '1.245']","['94.44', '529.35', '6423']"
942,Инвесторы продолжили внебиржевую торговлю квазироссийскими бумагами,После предупреждения ЦБ сделки с такими активами заключаются на российском внебиржевом рынке между клиентами брокера. Ранее профучастники скупали расписки и еврооблигации у иностранцев с более высоким дисконтом,"20 сен 2023, 12:12",Новости,"['TCSG', 'FIXP']","['0.268', '-1.018']","['3364', '369.3']"
943,Мосбиржа опровергла утечку секретных данных в результате хакерской атаки,"Хакеры из группы GhostSec заявили о взломе серверов Мосбиржи. В пресс-службе торговой площадки сообщили, что опубликованные данные находятся в открытом доступе на сайте биржи","20 сен 2023, 11:31",Новости,['IMOEX'],['-0.509'],['3068.15']
944,Акции «Детского мира» взлетели на 27% после новости о выкупе бумаг,"Торговая сеть «Детский мир» завершила трансформацию компании в частный бизнес, выкупив 58,26% голосующих акций. Компания планирует выкупить 100% бумаг, находящихся в обращении, и выставит оферту владельцам бумаг","20 сен 2023, 10:39",Считаем дивиденды,"['DSKY', 'IMOEX']","['20', '-0.509']","['78', '3068.15']"
945,Мосбиржа примет меры для борьбы с разгоном акций третьего эшелона,С 21 сентября площадка ограничит максимальное отклонение заявок на покупку бумаг по сравнению с ценой закрытия предыдущего торгового дня. Биржа также работает над усовершенствованием механизма дискретного аукциона,"20 сен 2023, 09:40",Новости,"['MOEX', 'IMOEX', 'RTSI']","['-0.47', '-0.509', '-0.081']","['171.69', '3068.15', '1002.54']"
946,"Коррекция на российском рынке, ставка ФРС и цены на нефть: дайджест","Коррекция на российском рынке акций ускорилась. ФРС объявит о своем решении по ставке. Цены на нефть перешли к коррекции после роста выше $95 за баррель. События, которые влияют на рынок","20 сен 2023, 09:16",События дня,"['IMOEX', 'BRENT', 'USD/RUB', 'GCHE', 'POSI']","['-0.509', '-0.788', '-0.713', '3.546', '-3.02']","['3068.15', '94.44', '96.15', '4292.5', '2280']"
947,ЦБ оценит действия Мосбиржи из-за крупнейшего сбоя срочного рынка,"После сбоя в срочной секции Московской биржи прошла ровно неделя. Из-за него торговая площадка остановила торги на четыре часа и отменила сделки. В ЦБ сообщили, что оценивают действия биржи, предпринятые тем утром","20 сен 2023, 08:30",Новости,"['MOEX', 'SPBE']","['-0.47', '-3.835']","['171.69', '163']"
948,Bank of America предупредил об исторически худшем периоде года для акций,"Последняя декада сентября — исторически худший 10-дневный период в году для индекса S&P 500, предупредили аналитики Bank of America. В этот период индекс падал в 60% случаев","19 сен 2023, 21:07",Новости,"['AAPL', 'AMZN', 'TSLA']","['0.691', '-1.877', '0.256']","['179.18', '137.49', '266.4']"
949,«Тинькофф» возобновит торги паями двух фондов с активами более ₽800 млн,"После включения Тинькофф Банка в санкционный лист ЕС управляющая компания, входящая в финансовый холдинг, приостановила торги 15 фондами. Для возобновления торгов потребовались инфраструктурные изменения","19 сен 2023, 19:32",Новости,['TCSG'],['-3.896'],['3355']
950,Курс армянского драма на Мосбирже упал на фоне боевых действий в Карабахе,Ослабление позиций валюты Армении происходит на фоне усиления геополитической напряженности,"19 сен 2023, 17:55",Новости,"['EUR/USD', 'CNY/RUB', 'HKD/RUB', 'KZT/RUB', 'UZS/RUB']","['0.112', '0.424', '-0.36', '0.723', '0.786']","['1.0698', '13.261', '12.165', '20.5575', '80.8']"
951,"ЦБ установил курсы доллара, евро и юаня на 20 сентября",,"19 сен 2023, 16:21",Курсы валют,"['USD/RUB', 'EUR/USD', 'CNY/RUB']","['0.306', '0.112', '0.424']","['96.84', '1.0698', '13.261']"
952,Индекс РТС опустился ниже 1000 пунктов впервые с середины августа,На российском рынке акций продолжается коррекция в отсутствие драйверов для роста. Индекс РТС упал ниже отметки 1000 пунктов впервые с 16 августа текущего года,"19 сен 2023, 16:07",Новости,"['RTSI', 'GAZP', 'LKOH', 'IMOEX', 'USD/RUB', 'EUR/RUB']","['-2.066', '-2.024', '-2.692', '-1.637', '0.306', '0.17']","['1003.35', '168.93', '6344', '3083.85', '96.84', '103.225']"
953,В Citi сообщили о «медвежьих» настроениях в высокотехнологичном секторе,"С конца июля индекс высокотехнологических компаний NASDAQ 100 потерял 4%. Инвесторы ожидают, что акции крупных техкомпаний уже не смогут продолжить ралли и готовятся к падению акций американских бигтехов","19 сен 2023, 14:43",Новости,"['AAPL', 'AMZN', 'GOOGL', 'MSFT']","['0.691', '-1.877', '-0.21', '-0.213']","['179.18', '137.49', '137.97', '328.7']"
